R,RDes,P,PDes,Y,YDes,FaultIn
1.015589,-9.184045,0.3433825,-13.17755,-0.021791,0.06490971,0
-0.04547042,-9.727528,0.06117225,-13.22061,0.8125324,0.02118892,0
0.7537358,-9.217791,0.622306,-13.23902,-0.6168523,0.06222523,0
-0.3885068,-9.132033,0.0220882,-13.21294,0.1946594,0.04471831,0
-0.3708926,-8.639951,0.1240006,-13.23252,-0.02285619,0.04348913,0
0.4689763,-9.197749,-0.5690024,-13.16141,-0.3780031,0.05273908,0
-1.380902,-8.574555,0.03682947,-13.20378,0.3144276,0.03996971,0
0.4302165,-8.694115,0.8323329,-13.2704,-0.435441,0.05347998,0
0.1134896,-8.646102,0.3395083,-13.26891,0.4445276,0.05001594,0
0.7163689,-9.253954,-0.04458614,-13.29367,-0.3843209,0.03922147,0
0.7586073,-9.170714,0.5590459,-13.27486,0.209592,0.0416289,0
-0.9640211,-8.666475,0.4195457,-13.23811,0.1274755,0.04053885,0
0.2092708,-8.720321,-0.001402393,-13.24815,-0.459009,0.05025639,0
-0.07438181,-9.199586,-0.2700593,-13.18952,0.5399794,0.02735732,0
0.4258403,-9.249454,0.1142482,-13.27322,-0.1004598,0.03297505,0
1.352399,-9.267185,0.4637927,-13.20108,0.1986596,0.05834041,0
-1.309261,-8.600493,-0.8473595,-13.1626,-0.1763655,0.04487565,0
-0.3332718,-8.68908,-0.5388007,-13.13291,-0.4497472,0.06441585,0
0.1521771,-9.160039,0.07875548,-13.21653,0.3568989,0.04564745,0
-0.4065948,-9.17399,-0.577408,-13.16925,-0.2942137,0.04948611,0
0.1872023,-8.639026,0.8931214,-13.28193,0.4787538,0.0502051,0
-1.224725,-9.148962,-0.1780832,-13.1546,0.07174911,0.04166526,0
0.5939914,-8.694934,0.3258043,-13.30369,-0.5242941,0.05381737,0
-0.8408542,-9.178175,-0.176913,-13.22418,0.7476082,0.01453121,0
0.1761619,-9.247819,0.3043568,-13.2501,-0.24671,0.03150976,0
-0.1949779,-9.134721,0.3031227,-13.23299,0.0001444108,0.05543439,0
-1.638281,-9.132987,-0.2098114,-13.23935,-0.06199183,0.03330836,0
0.8669416,-9.254807,0.007537989,-13.21411,-0.2213067,0.05602027,0
-0.1272238,-9.228659,0.2671135,-13.2303,0.8015466,0.02557766,0
0.9550142,-8.775583,0.4645923,-13.27678,-0.5301162,0.04771357,0
-0.06478599,-9.193338,0.3062872,-13.2662,0.4601059,0.04618162,0
-1.946219,-9.131691,-0.5956393,-13.16656,0.2387311,0.0360806,0
0.492305,-9.761642,-0.3838626,-13.16157,-0.6633304,0.05355106,0
-0.8659229,-9.214139,-0.03567322,-13.21978,0.5614501,0.03253744,0
0.7438881,-9.290092,0.2851871,-13.25722,-0.1920767,0.04014632,0
0.886578,-9.766873,0.4906059,-13.27543,0.4109248,0.04492552,0
-1.246709,-8.681623,-0.2057587,-13.19557,-0.279979,0.04914119,0
1.756872,-9.299602,0.3606237,-13.24909,-0.001029977,0.05716261,0
-0.8453982,-8.69793,-0.1763646,-13.19185,0.7130195,0.0293317,0
0.7801754,-8.768325,0.1417223,-13.28693,-0.6104935,0.04735622,0
0.04373956,-8.672174,0.5944387,-13.31499,0.4066382,0.04393091,0
-1.021657,-9.167838,-0.2824132,-13.22762,0.07013527,0.03510875,0
0.2464042,-9.197665,-0.6868555,-13.19431,-0.1325704,0.05684404,0
-0.2190224,-9.24001,-0.4227371,-13.23018,0.1121337,0.0349212,0
1.352228,-8.817542,0.7803536,-13.2743,-0.1350227,0.04105121,0
0.4129464,-9.236527,1.023464,-13.31761,0.293039,0.04656271,0
-0.8838115,-8.650233,-0.324058,-13.23547,0.1622158,0.03542667,0
0.2257374,-9.235664,-0.789728,-13.19865,0.01975284,0.05418453,0
-0.5275477,-9.175701,0.1159959,-13.27631,0.5081989,0.04111737,0
-0.03275514,-9.244332,-0.3120271,-13.22161,-0.2073661,0.051613,0
0.02664485,-9.230492,-0.7189128,-13.20107,0.03889453,0.03958675,0
-0.8127711,-8.714346,0.3519781,-13.24667,-0.1687688,0.04700074,0
0.9356161,-8.769291,0.5641013,-13.2738,0.09384577,0.04792047,0
0.692916,-8.766465,-0.1022593,-13.22525,0.467184,0.03637491,0
0.4706438,-8.748999,0.05523478,-13.24829,-0.06345166,0.04864505,0
-0.4593673,-9.194575,0.1883368,-13.27706,0.14575,0.02698417,0
0.8752817,-8.780509,-0.04440319,-13.23574,-0.04929087,0.0452962,0
0.6879302,-8.771305,0.09247205,-13.24515,0.1018372,0.04908145,0
-1.33318,-8.665325,0.05397195,-13.24452,0.2191849,0.03434419,0
0.2146011,-9.261474,-0.8418007,-13.19414,-0.4732586,0.04761,0
0.06280603,-9.23951,0.6253184,-13.29402,-0.2637804,0.05610631,0
-0.4541299,-8.695143,0.528904,-13.2604,0.4951323,0.04706018,0
0.9533707,-9.345016,-1.203871,-13.18177,0.238349,0.03819347,0
0.6431619,-9.307108,0.4962598,-13.2942,-0.4371772,0.05807388,0
2.303841,-9.35613,-0.08910317,-13.18782,-0.1349969,0.05898816,0
-2.391319,-9.155437,-1.596043,-13.08893,0.4755505,0.04493837,0
-2.13605,-9.693337,0.2088398,-13.31189,0.06719838,0.04244315,0
0.1005808,-9.218252,-2.157337,-13.14149,-1.109447,0.06656351,0
1.841982,-8.906257,1.83313,-13.3927,-0.9552296,0.08750796,0
0.1076706,-9.713103,3.047719,-13.50415,0.4160328,0.05111565,0
-4.561625,-8.996635,-3.00871,-13.14965,0.9714241,0.02496194,0
-0.9271667,-9.355443,0.1633241,-13.23949,-1.203079,0.06164076,0
3.335351,-9.603717,1.058682,-13.33808,-0.1511146,0.0809819,0
1.756444,-9.549749,2.392348,-13.20646,-0.8287898,0.07099204,0
4.843874,-9.77556,-1.075857,-13.01224,-0.3532753,0.06468393,0
2.561105,-9.1818,0.6240574,-13.36224,0.8209933,-0.001007701,0
-1.526128,-9.346763,-2.621351,-13.00952,0.05336515,-0.005670605,0
-7.613306,-9.127948,-4.026893,-13.01965,-0.03796676,0.008505441,0
-2.9716,-8.919151,-1.500578,-13.24735,-0.2905962,-0.01507513,0
-4.852335,-9.267064,3.230733,-13.43375,-0.4455592,-0.03021913,0
9.267593,-10.34504,-0.9263259,-13.00427,-0.4904341,-0.03600899,0
-2.946989,-8.930463,-5.60445,-12.9447,-0.8328266,-0.02366281,0
-5.969864,-8.932965,1.512017,-13.0905,-1.582827,-0.01683515,0
-0.7691289,-9.516835,0.7043377,-13.02131,-2.256912,0.06457914,0
0.05602629,-9.545733,-2.910374,-13.11194,-1.525203,0.02470291,0
4.854857,-9.394433,3.084215,-13.40609,0.1141943,0.04812444,0
-0.8648365,-9.64364,-0.3456882,-13.04829,-0.4867985,0.1137098,0
2.404088,-9.570085,-4.89426,-12.62902,-1.083061,0.1495486,0
1.494703,-9.137454,-3.50851,-13.04252,-1.142352,0.09702349,0
-3.063668,-9.071577,0.9712281,-13.35889,-0.9888285,0.1281554,0
5.2583,-10.32172,-4.06649,-12.7686,-0.9219008,0.1707421,0
0.8039596,-9.873313,-0.8188115,-12.93294,-1.024528,0.1721482,0
3.121968,-10.09885,0.6378868,-12.93354,-0.4625188,0.1768919,0
-2.911026,-9.62921,-1.908481,-12.90917,-0.4660513,0.1880803,0
-3.651458,-9.57382,2.028144,-13.32274,0.4250776,0.1290266,0
2.266237,-10.01648,2.011679,-13.16011,0.3649664,0.1523635,0
-2.514078,-10.0262,3.224908,-13.01002,1.219784,0.1112597,0
-4.189703,-9.082268,4.693288,-13.44398,0.9768435,0.0749991,0
-0.7111921,-9.329401,1.635984,-13.19195,0.3813604,0.1082165,0
0.2525138,-9.76405,1.104897,-13.09975,-1.00423,0.1347883,0
3.258195,-10.03215,-1.796518,-13.05825,-0.5986078,0.1539503,0
0.01580035,-9.442527,-4.111794,-12.57083,-0.3271345,0.1313029,0
-3.804367,-9.594634,-2.05025,-13.02205,-0.4420682,0.1075528,0
4.631471,-10.78467,-1.982386,-13.09804,0.2929665,0.08523694,0
-1.864835,-9.917336,-1.95992,-12.8907,-0.08155548,0.1325204,0
2.9896,-9.66046,-0.5241492,-13.11486,0.09449238,0.1137489,0
3.764502,-10.18951,1.702995,-13.06289,1.957344,0.07522498,0
-4.935708,-9.548037,3.064606,-13.23997,0.2379296,0.08656923,0
1.230658,-9.78938,0.3352345,-13.20065,-0.1616669,0.07857483,0
-1.222754,-10.01394,0.9280097,-12.95863,-0.9152786,0.1410622,0
0.9265881,-9.689793,-3.016984,-12.795,-0.3212501,0.1282103,0
-1.198546,-10.00528,2.140655,-12.98417,0.02289487,0.07331313,0
-0.1447035,-9.38454,-2.117783,-12.81331,-0.7077625,0.102709,0
1.698123,-10.18997,-1.229622,-13.00037,-1.190515,0.106958,0
-2.360801,-10.02309,-0.2188425,-13.03749,0.1386092,0.07521185,0
1.493983,-9.620196,-0.9266542,-12.99117,-0.08842,0.1133282,0
-1.953051,-9.39625,4.540403,-13.43695,0.8741231,0.0395811,0
3.22662,-10.42701,-0.4408217,-12.89543,1.120774,0.05282896,0
-2.276252,-10.10368,2.277246,-13.08934,-0.4576384,0.06501039,0
3.012655,-10.59309,-1.127615,-12.61491,1.7446,0.001839523,0
-4.243492,-9.69634,-1.953859,-12.87361,-0.39438,-0.0256754,0
3.599314,-10.21175,-0.3809941,-12.96018,-0.4161727,-0.03056183,0
-1.600371,-9.992176,-3.705283,-12.75399,-1.606336,-0.009770287,0
-0.8166901,-9.466012,3.754131,-13.21836,-0.5408278,0.05426446,0
2.91476,-9.865976,1.393042,-12.9521,-0.6580809,0.09460538,0
-3.4954,-9.934025,6.497335,-13.33334,0.578865,0.04078901,0
2.168468,-9.550664,0.195716,-12.77675,0.1072732,0.0638838,0
-2.776479,-9.893235,1.794863,-13.02931,1.47943,-0.01011421,0
0.8691667,-10.27212,-3.129022,-12.69303,0.895175,-0.03247397,0
1.515707,-9.969342,1.612949,-12.70685,0.7939763,-0.02529666,0
-1.074602,-10.17373,1.053028,-12.85354,-1.211951,-0.007718614,0
0.3735541,-9.425648,-0.2426187,-12.90066,-0.2194861,0.04900525,0
-0.2880726,-9.998335,-1.823246,-12.93029,-0.631047,0.03042922,0
1.556968,-10.01897,-2.111886,-12.7465,0.3789274,-0.005074897,0
5.906725,-10.94713,2.211921,-13.09554,0.6906346,-0.04888162,0
-1.470517,-9.931861,3.691538,-13.15574,0.6078707,-0.06189672,0
4.933024,-10.41142,-1.69734,-12.81401,-0.6315871,0.02119496,0
0.03006715,-9.991117,-3.209335,-12.8913,0.7501841,-0.005764573,0
-1.090802,-9.556973,-2.053361,-13.03299,0.2205739,0.006195378,0
-1.681305,-9.973348,1.618678,-13.01285,0.6501153,0.007334007,0
-3.858782,-9.710383,0.2270536,-13.05226,0.9142884,-0.03379205,0
-2.796695,-10.00839,-1.877597,-12.88115,-0.6197234,0.008212927,0
2.350979,-9.744838,-3.392512,-12.66928,-0.8855038,-0.04549877,0
-1.546393,-9.94885,-2.469493,-12.71936,-2.760531,0.02150826,0
4.631198,-10.5465,2.820298,-13.11246,-0.5475342,-0.0437094,0
6.439856,-10.53925,-4.071628,-13.01462,-1.344375,-0.02513114,0
-0.04989532,-10.09053,-1.816588,-12.793,0.213828,0.01259151,0
-0.2813164,-9.605126,-2.85543,-12.65559,0.9276988,-0.01355751,0
-0.3147593,-9.550465,-1.018299,-13.03092,0.655609,-0.04786491,0
-1.566524,-9.926182,-1.019223,-12.85275,0.6196811,-0.08131421,0
1.271649,-9.726788,-7.293797,-12.39339,0.1379986,-0.03163651,0
0.1536194,-9.569558,-0.06778977,-12.86742,-1.530005,0.02864391,0
0.03981807,-10.0914,2.431678,-13.02899,0.07390546,0.0265461,0
2.042166,-10.37664,-3.722785,-12.42086,-0.1085042,0.02152908,0
1.1066,-10.22386,0.3090913,-12.8203,0.5113855,-0.007418599,0
0.1785618,-10.012,8.08869,-13.35388,0.8918259,-0.005741883,0
0.1495578,-9.80262,5.949244,-12.93197,0.7794567,-0.07276953,0
1.486689,-10.24257,0.3703915,-12.90781,0.6004629,-0.03855693,0
-1.841988,-9.844455,8.033453,-13.37943,1.042621,-0.05754248,0
3.020034,-10.34582,2.157655,-13.28492,0.2513128,-0.01692716,0
1.315537,-10.2163,1.023619,-12.79713,1.548312,-0.03240708,0
-2.634844,-9.72611,-0.01932548,-12.92274,2.350082,-0.1125519,0
4.096427,-10.39389,2.495162,-13.10334,-0.9195926,0.05477423,0
1.245161,-10.30165,3.629892,-12.47362,0.4227254,0.03896484,0
-1.304445,-9.357797,-5.322605,-12.42536,-1.042137,0.07842904,0
-1.855633,-10.75029,4.65109,-13.13381,-0.9753894,0.1063285,0
6.51407,-10.62912,-9.500479,-11.99801,-1.27267,0.1819348,0
1.481146,-9.668212,-8.654376,-12.28323,0.2151593,0.1575797,0
-7.020314,-9.57935,3.184124,-13.08171,-0.4436148,0.1587138,0
2.080855,-10.40498,-2.552036,-12.24937,-0.3446872,0.1946426,0
7.000749,-10.37464,-5.154118,-12.10669,-1.326025,0.2585714,0
-8.34098,-9.555552,10.7091,-13.49087,-1.596951,0.3276426,0
11.40428,-11.00551,0.1662598,-12.13156,0.7467138,0.318471,0
1.070515,-10.4128,-3.958523,-11.88811,-2.947924,0.448954,0
-5.119272,-9.946053,1.294273,-11.80366,-1.759342,0.4346982,0
4.335733,-11.10534,-7.189583,-10.99729,0.153821,0.443356,0
-6.624192,-9.199272,2.708867,-12.16609,-2.37246,0.5235311,0
-7.514948,-9.416501,15.51825,-12.42536,-0.4595007,0.3899543,0
9.552688,-10.41002,-3.021031,-11.04223,0.806953,0.4308153,0
-2.992121,-9.743252,-4.418398,-11.74529,-1.61964,0.547819,0
0.1616658,-10.917,-5.737589,-10.87063,-0.0303211,0.4826786,0
6.439812,-10.36886,-9.587368,-10.59277,-0.581213,0.58108,0
-5.079195,-10.18511,11.47159,-11.71543,-1.136963,0.5730186,0
9.298828,-10.59456,-4.482172,-10.32737,0.04372507,0.6260413,0
7.361825,-11.26584,-12.58777,-10.24589,0.2632545,0.6111081,0
-7.841375,-9.393003,1.316143,-10.83833,-1.233658,0.719174,0
11.51125,-10.94105,-2.997913,-10.5785,0.5173564,0.6980729,0
-9.32611,-10.01469,5.392898,-10.71088,-3.182001,0.8387626,0
-2.435529,-9.853494,-1.694076,-10.83875,-0.3357026,0.8195923,0
-3.275414,-10.23951,-2.686044,-9.888145,-1.669749,0.8711089,0
3.212237,-11.40044,0.4403094,-9.819618,0.2992885,0.956785,0
8.81272,-10.9471,-7.737586,-9.585626,-0.9452144,1.000781,0
-9.43174,-9.440581,0.6122506,-9.996706,-0.6859733,1.039773,0
7.490559,-10.38449,-6.271654,-9.293975,-0.03414492,1.071958,0
-4.940164,-10.3678,7.134764,-10.0775,-2.47998,1.05197,0
1.015504,-10.59525,-0.5265573,-9.663526,-0.9637463,1.110947,0
-2.511646,-10.53073,-3.808122,-8.448416,-2.156774,1.187359,0
1.82009,-10.96063,-3.199507,-7.791536,-2.561941,1.362881,0
5.709845,-10.7959,-3.495743,-7.807132,-1.137532,1.363592,0
-8.041301,-9.806421,-3.389997,-7.347426,-2.620414,1.557675,0
4.785517,-9.730955,-9.551668,-5.97403,-3.475124,1.739167,0
-3.528,-9.768028,1.299445,-6.104726,-2.240318,1.900392,0
4.701126,-9.715262,-7.453362,-5.783693,-2.405199,2.08675,0
-2.014915,-9.249691,-0.2489602,-6.057887,-3.598679,2.21427,0
-3.474007,-9.011086,-1.972302,-5.774065,-1.410321,2.288404,0
1.915338,-9.226652,5.794728,-6.340258,-0.9643551,2.370575,0
6.047163,-8.919208,-10.60718,-4.717584,-1.758255,2.524493,0
-8.815924,-8.608266,1.194489,-5.304805,-2.68157,2.620085,0
12.61331,-9.600318,-3.788372,-5.426334,-0.3147416,2.662951,0
4.147959,-9.088335,-2.085986,-5.184482,-0.8641247,2.725991,0
-6.056961,-8.714045,-8.689055,-4.409634,1.120033,2.530727,0
1.097728,-9.448779,-6.451201,-4.803021,1.523501,2.5037,0
2.215959,-8.635455,-0.7665139,-4.067332,0.2726586,2.456272,0
1.031024,-8.965075,-9.922231,-3.279915,0.454125,2.4701,0
-1.517519,-8.787275,1.168473,-3.663433,0.4126723,2.414628,0
9.642274,-9.701499,-3.686126,-2.818876,1.512171,2.413513,0
-8.867988,-7.863908,-0.05143118,-2.969836,-0.3001656,2.400724,0
8.018405,-9.763124,-3.23069,-2.492166,0.2082749,2.377717,0
-4.546745,-8.780953,-3.158874,-2.215797,-0.01193775,2.346556,0
-0.1937393,-9.190935,-12.31629,-1.295553,-0.6468757,2.379596,0
-4.626923,-8.500669,4.773664,-2.07211,-2.364285,2.516049,0
2.811035,-8.035843,-11.85611,-0.2965295,-1.424032,2.544621,0
-9.428898,-7.374346,3.408411,-1.187676,-4.168458,2.706126,0
1.018944,-8.370948,-3.0676,-0.015879,-2.633225,2.753945,0
-4.604766,-6.746811,-0.7838192,0.1925268,-1.591633,2.89015,0
-0.6506237,-7.802062,-2.626261,0.8538763,-0.5562619,2.92585,0
-2.316809,-7.163892,6.113455,-0.3423093,-1.078808,2.959559,0
2.999246,-7.503104,-1.677043,1.084335,-1.343598,2.97887,0
-3.122367,-6.588635,-0.909942,0.3068696,-1.340586,3.064309,0
6.869406,-7.467224,-6.352593,1.209499,1.089166,3.007967,0
4.777995,-7.893334,3.274292,0.5288408,1.276595,2.979564,0
-3.317043,-7.191883,-8.502522,1.617596,1.852685,2.920038,0
1.020839,-7.231598,9.12244,0.1665716,-0.4645017,2.935579,0
2.596454,-7.378361,1.598264,0.3582164,-0.3678942,2.939367,0
-1.372187,-7.348575,0.7600951,0.6924759,-0.9973097,2.926084,0
9.386321,-8.172153,-0.02040767,1.159262,-1.52222,2.998842,0
-1.604433,-7.240077,3.725604,0.432182,-0.2138973,2.98136,0
-6.413228,-7.545603,1.876359,0.1572881,1.216935,2.923915,0
0.6734207,-7.878471,2.863991,0.1469765,2.718424,2.764581,0
5.038451,-8.64045,-12.42438,1.619554,2.980374,2.653333,0
1.995802,-8.836308,-4.239354,1.91338,0.1695794,2.635126,0
-5.829514,-7.126669,3.873771,0.8164362,-0.5750167,2.592385,0
0.6993576,-7.396636,-1.101573,1.680145,-0.5784855,2.583236,0
0.7133477,-8.227166,-4.266399,2.145169,0.1333883,2.52447,0
10.44376,-8.573118,2.912097,2.048545,-0.5196288,2.553431,0
-6.257095,-7.617053,-6.32013,2.514272,-0.9301056,2.665755,0
2.223348,-7.846167,9.101708,1.595592,-1.666618,2.723464,0
-0.2587639,-7.103061,-1.289624,2.051753,-2.040091,2.828611,0
-2.173168,-7.183935,0.05676459,2.83855,-1.47248,2.880595,0
3.517543,-7.17336,-5.934642,3.65454,0.3683109,2.901514,0
-4.226807,-6.881362,-1.175155,3.577363,1.132275,2.89275,0
-1.889796,-6.456917,-6.896546,4.223939,0.5355145,2.827112,0
-1.021121,-6.314563,5.884846,3.532277,1.17525,2.798615,0
1.281229,-6.650035,-10.33318,4.349201,1.703115,2.644187,0
-7.71659,-6.160495,2.754712,4.100878,-0.3795019,2.655527,0
5.224704,-7.016014,-5.090787,4.779743,1.923283,2.547107,0
-6.457514,-6.314199,0.5449874,4.945856,1.868603,2.500945,0
9.973213,-6.820478,-5.371839,5.776293,3.090891,2.35013,0
-5.20687,-5.572751,-1.385215,6.087976,0.2344815,2.37553,0
-4.786859,-5.762212,-11.67196,7.474238,2.01208,2.253447,0
-1.048525,-5.425413,1.928538,6.873728,1.00056,2.111408,0
1.683701,-6.104609,-6.721026,8.333225,1.574305,2.018757,0
-1.976231,-5.059948,6.596871,7.447436,1.674885,1.956731,0
6.660885,-6.23977,-12.04351,8.947455,1.853893,1.896627,0
-6.531267,-6.019819,3.468876,8.539426,0.9377858,1.831152,0
6.04024,-6.200838,2.326138,8.901715,2.052048,1.665516,0
0.4400737,-6.408785,-1.549618,9.079693,2.224381,1.512892,0
5.087593,-6.789954,-3.081032,9.42525,4.360311,1.182417,0
10.03515,-7.860502,-4.292518,9.948652,6.697773,0.9064581,0
-9.96806,-6.370191,-7.580372,11.06347,4.256375,0.7257183,0
1.943977,-7.084884,-5.364889,11.76716,3.835435,0.4742593,0
-5.310328,-5.507692,-12.09216,13.21745,3.537792,0.2599433,0
1.084561,-5.704915,-6.840812,13.81662,5.538321,-0.05235678,0
-8.887361,-3.79628,-7.552723,15.06816,2.943834,-0.2362123,0
2.662628,-4.799992,-10.51825,16.31357,3.213395,-0.4011303,0
-6.129576,-3.33466,-6.348072,16.54029,-1.05487,-0.2977118,0
2.340107,-4.078641,-9.152963,18.07236,1.613255,-0.4730761,0
-2.286423,-3.187115,0.9734035,18.28582,-1.887696,-0.3552148,0
-5.581091,-4.254423,0.2403029,19.68261,-1.076855,-0.4237222,0
8.191707,-3.74658,-15.55884,20.42548,-2.41639,-0.2367351,0
2.780034,-4.892836,3.621583,20.4093,-2.332732,-0.132296,0
5.046871,-4.782895,-14.07637,22.39863,-2.274819,-0.03821693,0
-2.885525,-4.160879,1.503755,21.35846,0.3469473,-0.06027311,0
-5.469344,-4.741738,-4.085248,23.01834,1.43868,-0.1645371,0
-7.019228,-3.557696,-1.686748,22.44202,0.9461307,-0.1734881,0
-6.993359,-2.345028,-0.949869,22.72024,3.526075,-0.4730709,0
1.569597,-2.340442,0.8920446,21.95451,3.85193,-0.6354823,0
0.3002487,-2.880586,15.30193,20.27947,3.823557,-0.8828857,0
2.177661,-3.044749,1.001004,20.31702,1.805961,-0.9531659,0
6.753927,-3.644814,4.741757,19.65544,-1.261541,-0.8931102,0
4.529406,-4.115032,4.305867,18.84401,-2.124791,-0.8746804,0
5.607842,-5.150794,8.418372,17.33373,-2.768399,-0.8071849,0
-0.9331594,-5.081782,1.931598,17.40853,-3.139957,-0.6233528,0
-0.4624301,-5.038865,2.670614,16.99912,-2.517521,-0.5175723,0
